product_family,variant_id,variant_id Shopify,color,size,print_type,product_uid
hoodie,4400015a-3697-4583-a8df-b5c4a3f42234,52896963985748,White,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,484aa0d0-3f52-4503-be94-9dfd745d1b36,52896964018516,White,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,5eac0a46-d6ca-4c04-ab7a-6d605aa392fd,52896964051284,White,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,db3bcc11-1a54-419b-ba7d-0b86a35f4d5e,52896964084052,White,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,ab292d19-e201-4891-a176-9410e2611030,52896964116820,White,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,eb26f8f7-c634-4727-950c-d2d1a589555a,52896964149588,White,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_white_gpr_chstlg-emb_gildan_18500
hoodie,353a3716-19f5-4f5c-9728-459b3511678d,52896964182356,Ash,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,c8c9a152-033a-4a56-be70-f79a06a8913e,52896964215124,Ash,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,da4a7407-eb6e-4d9f-a9cf-1c6741ddfd25,52896964247892,Ash,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,a4baee04-28d0-43e5-9a2d-33c182d75bce,52896964280660,Ash,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,55bcc343-d92f-4a33-a799-ecd14ab2ddab,52896964313428,Ash,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,e72595a4-fbb3-46e3-aa12-df92eef3d58b,52896964346196,Ash,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_ash_gpr_chstlg-emb_gildan_18500
hoodie,14622b46-11af-4b5a-a8b8-5864b5f3fa5f,52896964378964,LightPink,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,fb29ef00-498a-423f-91b8-0d2b0abb9fd7,52896964411732,LightPink,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,70c5f86b-5665-450e-b9ad-61d358a13abd,52896964444500,LightPink,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,e526a018-fef1-4e9f-aaec-fcca92a42b19,52896964477268,LightPink,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,744e49ef-e889-4a70-b3c9-582eb4f66cda,52896964510036,LightPink,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,94b95f1d-35ae-43e1-afa8-3e45d8cfddab,52896964542804,LightPink,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_light-pink_gpr_chstlg-emb_gildan_18500
hoodie,ec4123f8-a327-4af4-9c22-de26a378921f,52896964575572,Sand,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,1c631f49-cc84-44c8-983c-b0b881cc20ea,52896964608340,Sand,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,20c07c7d-5e2c-4cfa-b7f1-0612a9ba4d9a,52896964641108,Sand,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,f2d90e81-16fb-4d61-bf99-35f466a176d3,52896964673876,Sand,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,aea0e3d0-1fcc-46b0-975d-6813f2960be0,52896964706644,Sand,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,ecbb94f1-2b31-4216-aee8-9dbdac04baa9,52896964739412,Sand,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_sand_gpr_chstlg-emb_gildan_18500
hoodie,1d6601eb-cbe6-4f5c-b382-1c5b5ab25d8a,52896964772180,Light Blue,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,faf31859-a5f9-4682-a053-7ae3650ff1f0,52896964804948,Light Blue,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,ad9d9743-9c48-4e62-9233-cbbefdae6fc2,52896964837716,Light Blue,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,03e748ef-4bf3-449f-9204-ab28e12f791d,52896964870484,Light Blue,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,2fd934fd-42ba-4a84-b18b-168f1a7392ea,52896964903252,Light Blue,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,9bb5580c-62c1-48a3-8fe3-8cebc9481bec,52896964936020,Light Blue,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_light-blue_gpr_chstlg-emb_gildan_18500
hoodie,fa53f467-6e77-4006-a52e-40620aa34d2e,52896964968788,Sport Grey,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,9bdb8a90-8b1d-42c3-9242-474ed2e9a423,52896965001556,Sport Grey,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,bbe5cff2-0770-445b-9152-8ae4bbebbcf2,52896965034324,Sport Grey,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,aeb17522-61da-427c-8396-1ea26ef7a28d,52896965067092,Sport Grey,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,50d30c53-0c89-4a8b-885f-bbe5622646e1,52896965099860,Sport Grey,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,b21a70ed-e238-4a3c-b9ed-060c48c59f00,52896965132628,Sport Grey,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_sport-grey_gpr_chstlg-emb_gildan_18500
hoodie,b706f193-ebdd-42c2-b190-aeab0f866fc8,52896965165396,Orange,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,c9083dd4-3427-48bb-b52c-12d3b3290b9c,52896965198164,Orange,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,a45c473d-b3d0-4ba0-a0e2-868d993528ad,52896965230932,Orange,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,8162d2b7-5b2f-4535-bfd9-03ff835bdcb2,52896965263700,Orange,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,94342564-8c19-4364-9592-51eaec99349a,52896965296468,Orange,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,61e67408-39fc-4c05-b18b-02d91423317b,52896965329236,Orange,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_orange_gpr_chstlg-emb_gildan_18500
hoodie,85b24739-9891-44c0-99be-463c10485595,52896965362004,Military Green,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,e893a2c9-6396-475a-be63-0ecc7a85572a,52896965394772,Military Green,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,75b7dc99-00ee-4c73-85a3-68d52bbbafd8,52896965427540,Military Green,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,42e02823-7735-407e-980b-2d02e634ef57,52896965460308,Military Green,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,78a9afc2-71a3-47cb-bdf9-1d00d23d526d,52896965493076,Military Green,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,106f6829-0e73-43aa-8286-dde047c1045c,52896965525844,Military Green,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_military-green_gpr_chstlg-emb_gildan_18500
hoodie,57b8abbc-2c20-46ba-bb24-d060dadf1480,52896965558612,Royal,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,c8db060c-ec2f-404b-980f-d31d032c288d,52896965591380,Royal,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,6d6964d8-f49b-4a23-a2a7-4016cc5890d3,52896965624148,Royal,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,279a2bfa-28c8-476e-acd9-22836c6f7465,52896965656916,Royal,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,72d53716-32bf-4c5e-9fc9-1f2f2bede5ca,52896965689684,Royal,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,64116a02-5d71-45e6-ab09-334d6431d5ce,52896965722452,Royal,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_royal_gpr_chstlg-emb_gildan_18500
hoodie,9b9b6b6f-5aaa-46f8-a0c5-40675866ad12,52896965755220,Dark Heather,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,37ac16e8-b80b-460b-b7ba-48c1a4def966,52896965787988,Dark Heather,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,44ca5bdb-62d8-44f7-bd57-52b7bf70dcab,52896965820756,Dark Heather,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,8938b5f5-1a6a-47dc-8f7f-ef17ea05e888,52896965853524,Dark Heather,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,e761f033-8b4d-465f-a745-84d4d86460b0,52896965886292,Dark Heather,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,edb9382e-6051-4941-81e0-c24a14707833,52896965919060,Dark Heather,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_dark-heather_gpr_chstlg-emb_gildan_18500
hoodie,75f424c3-9ae6-4304-b54e-09152e36805a,52896965951828,Red,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,22241e3d-6573-4dae-984a-a6dbe1d5eac1,52896965984596,Red,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,2bb9c151-d677-4437-bbe5-65e6149d87a5,52896966017364,Red,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,d8d58f20-79da-4796-9077-f0e3b593412a,52896966050132,Red,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,85938c7d-96b6-44ab-9d9f-6944a6cb663c,52896966082900,Red,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,dcf47e72-69d6-46ac-8721-c73998d9b14a,52896966115668,Red,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_red_gpr_chstlg-emb_gildan_18500
hoodie,2ebb7079-1421-4763-bf6d-c5ae3fe7910b,52896966148436,Maroon,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,0b075cd0-f863-4741-ad9b-ccdcd54c72c6,52896966181204,Maroon,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,3c44ffaf-abbb-4a60-8cf6-27155ff5711c,52896966213972,Maroon,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,36ce1b65-d470-43db-9f61-42da6783f4ad,52896966246740,Maroon,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,c76a9204-b3ca-41d0-a625-71d5150ec5cd,52896966279508,Maroon,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,98a12987-cdf5-4164-871c-65141c002d1a,52896966312276,Maroon,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_maroon_gpr_chstlg-emb_gildan_18500
hoodie,6580d2bf-5f3a-4a31-8719-94f3cf0cbd55,52896966345044,Dark Chocolate,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,b37182b0-fa2b-48c1-b7d1-86f2436e43be,52896966377812,Dark Chocolate,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,f5ea1ff0-703f-4173-afe8-13cf1cdd586d,52896966410580,Dark Chocolate,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,f675b1ce-2bd1-403f-9efd-23be89ec4312,52896966443348,Dark Chocolate,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,b45f4589-2154-4b74-987d-8828baea9832,52896966476116,Dark Chocolate,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,683df09f-5ae2-4bed-9770-70b2a455083a,52896966508884,Dark Chocolate,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_dark-chocolate_gpr_chstlg-emb_gildan_18500
hoodie,145df5f5-25e8-439c-816c-1ce18f701d6d,52896966541652,Navy,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,f211ac06-65be-42f4-83b9-45b7978e2d27,52896966574420,Navy,M,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_m_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,9af0e5ad-afab-447f-b7ff-717c07725d95,52896966607188,Navy,L,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_l_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,54d557e7-859c-453e-b7cb-ccb018a9b872,52896966639956,Navy,XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_xl_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,326b9a95-7e15-4960-bcea-9e92f6357736,52896966672724,Navy,2XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_2xl_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,d34553b4-746a-43f4-a4e9-a9c51c55df52,52896966705492,Navy,3XL,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_3xl_gco_navy_gpr_chstlg-emb_gildan_18500
hoodie,b28eedb5-f295-4f60-b7f5-d442b47af726,52896966738260,Black,S,Embroidery,apparel_product_gca_hoodie_gsc_pullover_gcu_unisex_gqa_classic_gsi_s_gco_black_gpr_chstlg-emb_gildan_18500
